path,h1,h2_first,lang,size_bytes,last_commit_date,last_author
doc-as-code-todos/19-team-enablement.md,Задача 19 — Обучение команды и руководство по работе с доками,Цель,mixed,2308,N/A,N/A
doc-as-code-todos/README.md,Doc‑as‑Code — чек‑лист задач (аквиведение документации),Оглавление задач,mixed,3595,N/A,N/A
docs/adr/adr-0001-docs-stack.md,ADR-0001: Выбор стека Doc as Code для aquastream,Контекст,mixed,1297,N/A,N/A
docs/adr/index.md,ADR — Architecture Decision Records (индекс),,mixed,224,N/A,N/A
docs/index.md,AquaStream — портал документации,Быстрые ссылки,mixed,669,N/A,N/A
docs/overview.md,Overview,,mixed,390,N/A,N/A
frontend/README.md,дев‑сервер / прод‑сборка / старт,AquaStream Frontend — DevEx README,mixed,5103,2025-08-10,egorovma
frontend/docs/aquastream-frontend-spec.md,AquaStream — бизнес‑постановка v1.1 (MVP),1. Назначение и контекст,mixed,20837,2025-08-10,egorovma
frontend/docs/claude-ready-brief.md,,AquaStream Frontend — Claude‑ready бриф (v1),mixed,16492,2025-08-16,egorovma
frontend/docs/frontend-finalization-checklist.md,,"Финализация фронтенда: унификация, качество, контроль",mixed,7788,2025-08-16,egorovma
frontend/docs/frontend-hardening-unification.md,,"Доведение фронтенда до идеала: унификация, бест‑практики, очистка",mixed,9694,2025-08-16,egorovma
frontend/docs/tailwind-shadcn-unification.md,,План унификации стилей: Tailwind CSS v4 + shadcn/ui,mixed,15461,2025-08-16,egorovma
frontend/docs/todos-fe.md,Frontend TODOs,,en,3841,2025-08-10,egorovma
infra/CHANGELOG.md,Changelog,[Unreleased],en,2168,2025-09-17,egorovma
infra/RELEASES.md,AquaStream Release Process,Semantic Versioning (SemVer),en,9916,2025-09-17,egorovma
infra/backup/README.md,Бэкапы PostgreSQL (per-schema),Что делает `backup.sh`,mixed,2990,2025-08-10,egorovma
infra/docker/compose/README.md,Docker Compose (dev|stage|prod),Профили,mixed,1936,2025-08-10,egorovma
infra/docs/CI-README.md,CI/CD (GitHub Actions),Workflows,mixed,961,2025-08-10,egorovma
infra/docs/DEVELOPER.md,AquaStream Backend - Developer Guide,📋 Оглавление,mixed,34492,2025-09-17,egorovma
infra/docs/aquastream-backend-spec-complete.md,AquaStream Backend - Техническая спецификация,Оглавление,mixed,27196,2025-09-17,egorovma
